"Date","Price","Open","High","Low","Vol.","Change %"
"07/26/2017","1,074.22","1,072.42","1,076.79","1,069.20","","0.27%"
"07/25/2017","1,071.35","1,078.21","1,080.00","1,069.15","","-0.57%"
"07/24/2017","1,077.50","1,076.24","1,081.12","1,073.57","","0.18%"
"07/21/2017","1,075.61","1,070.20","1,076.43","1,068.10","","0.57%"
"07/20/2017","1,069.49","1,077.81","1,079.73","1,067.24","","-0.72%"
"07/19/2017","1,077.28","1,075.31","1,079.48","1,072.34","","0.24%"
"07/18/2017","1,074.68","1,075.24","1,077.24","1,069.62","","-0.02%"
"07/17/2017","1,074.90","1,072.03","1,078.42","1,070.70","","0.36%"
"07/14/2017","1,071.03","1,068.30","1,076.08","1,065.57","","0.31%"
"07/13/2017","1,067.67","1,069.29","1,075.28","1,066.31","","-0.10%"
"07/12/2017","1,068.71","1,061.83","1,072.26","1,060.34","","0.72%"
"07/11/2017","1,061.12","1,065.30","1,066.49","1,057.84","","-0.33%"
"07/10/2017","1,064.67","1,064.65","1,067.18","1,056.42","","0.09%"
"07/07/2017","1,063.67","1,072.53","1,073.96","1,059.58","","-0.78%"
"07/06/2017","1,072.00","1,080.72","1,082.86","1,070.82","","-0.77%"
"07/05/2017","1,080.29","1,078.82","1,081.78","1,075.17","","0.20%"
"07/04/2017","1,078.16","1,073.97","1,081.08","1,073.53","","0.42%"
"07/03/2017","1,073.60","1,087.17","1,088.16","1,072.29","","-1.14%"
"06/30/2017","1,086.01","1,088.83","1,092.94","1,085.96","","-0.23%"
"06/29/2017","1,088.47","1,097.88","1,099.79","1,086.57","","-0.80%"
"06/28/2017","1,097.28","1,099.93","1,110.77","1,096.43","","-0.20%"
"06/27/2017","1,099.52","1,112.90","1,119.94","1,099.13","","-1.15%"
"06/26/2017","1,112.26","1,122.09","1,124.09","1,105.62","","-0.89%"
"06/23/2017","1,122.28","1,121.28","1,127.26","1,120.01","","0.14%"
"06/22/2017","1,120.72","1,116.13","1,123.88","1,115.38","","0.46%"
"06/21/2017","1,115.63","1,116.58","1,120.42","1,113.12","","-0.04%"
"06/20/2017","1,116.03","1,115.36","1,119.76","1,113.85","","0.12%"
"06/19/2017","1,114.70","1,119.32","1,121.02","1,114.71","","-0.40%"
"06/16/2017","1,119.15","1,125.13","1,126.21","1,118.90","","-0.48%"
"06/15/2017","1,124.52","1,124.55","1,129.45","1,122.12","","0.05%"
"06/14/2017","1,123.95","1,129.57","1,135.76","1,120.71","","-0.46%"
"06/13/2017","1,129.10","1,129.72","1,132.97","1,123.76","","0.02%"
"06/12/2017","1,128.88","1,131.22","1,133.72","1,126.69","","-0.18%"
"06/09/2017","1,130.90","1,140.36","1,145.01","1,130.79","","-0.70%"
"06/08/2017","1,138.89","1,143.43","1,146.17","1,133.95","","-0.35%"
"06/07/2017","1,142.87","1,147.57","1,152.35","1,139.54","","-0.35%"
"06/06/2017","1,146.85","1,137.20","1,150.61","1,136.24","","0.91%"
"06/05/2017","1,136.54","1,134.84","1,141.21","1,133.74","","0.23%"
"06/02/2017","1,133.98","1,128.78","1,134.64","1,122.44","","0.51%"
"06/01/2017","1,128.19","1,128.29","1,132.18","1,124.52","","0.05%"
"05/31/2017","1,127.59","1,129.22","1,134.82","1,125.34","","-0.09%"
"05/30/2017","1,128.63","1,134.78","1,142.22","1,127.15","","-0.50%"
"05/29/2017","1,134.34","1,133.37","1,135.88","1,131.57","","0.15%"
"05/26/2017","1,132.65","1,120.16","1,136.47","1,117.56","","1.16%"
"05/25/2017","1,119.66","1,121.76","1,123.32","1,117.75","","-0.13%"
"05/24/2017","1,121.17","1,118.80","1,122.69","1,116.32","","0.26%"
"05/23/2017","1,118.25","1,121.66","1,125.21","1,118.15","","-0.27%"
"05/22/2017","1,121.25","1,120.83","1,125.08","1,117.11","","0.14%"
"05/19/2017","1,119.68","1,123.18","1,126.64","1,116.80","","-0.26%"
"05/18/2017","1,122.61","1,129.75","1,136.51","1,121.99","","-0.60%"
"05/17/2017","1,129.35","1,115.94","1,131.82","1,114.92","","1.23%"
"05/16/2017","1,115.58","1,121.14","1,124.80","1,114.05","","-0.45%"
"05/15/2017","1,120.62","1,124.64","1,127.63","1,120.35","","-0.25%"
"05/12/2017","1,123.40","1,127.65","1,132.41","1,122.92","","-0.34%"
"05/11/2017","1,127.28","1,121.63","1,129.86","1,120.26","","0.53%"
"05/10/2017","1,121.34","1,123.19","1,128.52","1,120.09","","-0.11%"
"05/09/2017","1,122.56","1,122.58","1,126.51","1,116.03","","0.06%"
"05/08/2017","1,121.91","1,116.22","1,130.22","1,112.86","","0.53%"
"05/05/2017","1,115.99","1,117.22","1,127.73","1,115.68","","-0.12%"
"05/04/2017","1,117.31","1,137.47","1,140.34","1,116.76","","-1.71%"
"05/03/2017","1,136.75","1,150.01","1,150.63","1,134.88","","-1.12%"
"05/02/2017","1,149.64","1,153.11","1,153.60","1,147.28","","-0.28%"
"05/01/2017","1,152.90","1,162.70","1,166.42","1,149.97","","-0.88%"
"04/28/2017","1,163.09","1,162.69","1,165.57","1,156.74","","0.08%"
"04/27/2017","1,162.13","1,163.90","1,166.49","1,155.37","","-0.12%"
"04/26/2017","1,163.47","1,156.65","1,165.65","1,152.84","","0.63%"
"04/25/2017","1,156.18","1,173.49","1,176.75","1,152.40","","-1.46%"
"04/24/2017","1,173.33","1,176.01","1,180.72","1,163.28","","-1.95%"
"04/21/2017","1,196.64","1,196.04","1,204.82","1,191.71","","0.09%"
"04/20/2017","1,195.61","1,194.66","1,196.63","1,185.74","","0.15%"
"04/19/2017","1,193.79","1,201.51","1,203.28","1,191.21","","-0.62%"
"04/18/2017","1,201.21","1,207.24","1,208.72","1,196.79","","-0.42%"
"04/17/2017","1,206.26","1,211.26","1,221.42","1,204.19","","-0.38%"
"04/14/2017","1,210.84","1,213.31","1,214.82","1,208.68","","-0.16%"
"04/13/2017","1,212.77","1,206.38","1,214.38","1,202.96","","0.59%"
"04/12/2017","1,205.66","1,201.80","1,207.19","1,198.45","","0.34%"
"04/11/2017","1,201.60","1,184.15","1,202.80","1,183.30","","1.54%"
"04/10/2017","1,183.33","1,183.91","1,187.27","1,178.76","","-0.06%"
"04/07/2017","1,184.05","1,176.06","1,194.17","1,174.56","","0.75%"
"04/06/2017","1,175.26","1,177.53","1,180.14","1,172.62","","-0.15%"
"04/05/2017","1,177.05","1,176.90","1,178.04","1,166.55","","0.08%"
"04/04/2017","1,176.08","1,174.55","1,184.57","1,174.39","","0.15%"
"04/03/2017","1,174.28","1,171.74","1,177.51","1,165.94","","0.20%"
"03/31/2017","1,171.96","1,164.74","1,172.80","1,160.78","","0.68%"
"03/30/2017","1,164.09","1,163.34","1,166.68","1,160.09","","0.12%"
"03/29/2017","1,162.66","1,157.53","1,166.72","1,152.80","","0.46%"
"03/28/2017","1,157.31","1,154.65","1,160.18","1,152.49","","0.30%"
"03/27/2017","1,153.87","1,152.39","1,160.07","1,146.86","","0.21%"
"03/24/2017","1,151.45","1,154.88","1,158.41","1,149.95","","-0.24%"
"03/23/2017","1,154.20","1,156.82","1,162.03","1,152.41","","-0.19%"
"03/22/2017","1,156.42","1,151.72","1,158.46","1,150.82","","0.49%"
"03/21/2017","1,150.82","1,148.94","1,154.49","1,137.76","","0.24%"
"03/20/2017","1,148.08","1,144.62","1,150.99","1,143.93","","0.35%"
"03/17/2017","1,144.09","1,139.49","1,147.27","1,136.82","","0.45%"
"03/16/2017","1,138.93","1,136.41","1,151.09","1,134.34","","0.31%"
"03/15/2017","1,135.45","1,130.78","1,140.63","1,125.86","","0.49%"
"03/14/2017","1,129.86","1,130.50","1,135.70","1,127.36","","0.01%"
"03/13/2017","1,129.74","1,128.53","1,134.18","1,126.47","","0.13%"
"03/10/2017","1,128.31","1,135.39","1,136.69","1,123.17","","-0.57%"
"03/09/2017","1,134.80","1,146.15","1,147.19","1,133.74","","-0.93%"
"03/08/2017","1,145.51","1,150.69","1,153.80","1,142.86","","-0.42%"
"03/07/2017","1,150.32","1,158.11","1,160.46","1,148.69","","-0.62%"
"03/06/2017","1,157.46","1,162.63","1,165.72","1,157.29","","-0.35%"
"03/03/2017","1,161.51","1,174.99","1,177.05","1,159.26","","-1.11%"
"03/02/2017","1,174.55","1,184.76","1,185.59","1,171.45","","-0.81%"
"03/01/2017","1,184.09","1,180.39","1,185.69","1,175.22","","0.37%"
"02/28/2017","1,179.67","1,183.38","1,186.92","1,176.60","","-0.29%"
"02/27/2017","1,183.06","1,190.01","1,191.28","1,181.09","","-0.52%"
"02/24/2017","1,189.25","1,180.59","1,192.34","1,178.88","","0.78%"
"02/23/2017","1,179.99","1,172.09","1,183.59","1,169.80","","0.70%"
"02/22/2017","1,171.84","1,172.85","1,180.35","1,166.48","","-0.04%"
"02/21/2017","1,172.32","1,166.74","1,175.18","1,163.96","","0.55%"
"02/20/2017","1,165.94","1,163.62","1,167.52","1,161.41","","0.21%"
"02/17/2017","1,163.44","1,161.10","1,168.22","1,159.18","","0.26%"
"02/16/2017","1,160.41","1,163.10","1,165.27","1,160.20","","-0.16%"
"02/15/2017","1,162.30","1,161.61","1,164.30","1,155.88","","0.10%"
"02/14/2017","1,161.17","1,156.51","1,164.44","1,154.64","","0.47%"
"02/13/2017","1,155.76","1,160.37","1,161.96","1,150.34","","-0.31%"
"02/10/2017","1,159.35","1,153.57","1,161.99","1,146.32","","0.53%"
"02/09/2017","1,153.20","1,161.26","1,164.13","1,152.29","","-0.63%"
"02/08/2017","1,160.50","1,154.60","1,164.26","1,152.66","","0.61%"
"02/07/2017","1,153.47","1,149.44","1,156.13","1,147.68","","0.39%"
"02/06/2017","1,149.01","1,131.30","1,149.95","1,129.15","","1.61%"
"02/03/2017","1,130.81","1,130.28","1,132.31","1,123.31","","0.10%"
"02/02/2017","1,129.71","1,123.55","1,133.24","1,122.40","","0.62%"
"02/01/2017","1,122.73","1,121.05","1,124.70","1,115.24","","0.22%"
"01/31/2017","1,120.32","1,117.37","1,126.92","1,115.21","","0.28%"
"01/30/2017","1,117.15","1,114.58","1,124.11","1,110.22","","0.39%"
"01/27/2017","1,112.86","1,112.53","1,114.53","1,104.92","","0.09%"
"01/26/2017","1,111.85","1,116.97","1,118.22","1,107.28","","-0.37%"
"01/25/2017","1,115.94","1,126.75","1,127.96","1,112.66","","-0.92%"
"01/24/2017","1,126.32","1,131.73","1,133.12","1,125.08","","-0.40%"
"01/23/2017","1,130.79","1,131.84","1,135.36","1,128.09","","0.12%"
"01/20/2017","1,129.46","1,129.64","1,135.68","1,125.40","","0.02%"
"01/19/2017","1,129.26","1,133.11","1,134.17","1,126.10","","-0.25%"
"01/18/2017","1,132.07","1,135.87","1,139.01","1,130.11","","-0.28%"
"01/17/2017","1,135.28","1,135.13","1,142.03","1,132.43","","0.11%"
"01/16/2017","1,134.08","1,128.01","1,137.40","1,126.31","","0.85%"
"01/13/2017","1,124.50","1,126.61","1,127.63","1,119.35","","-0.13%"
"01/12/2017","1,125.91","1,126.31","1,135.68","1,124.47","","0.01%"
"01/11/2017","1,125.81","1,125.20","1,132.53","1,123.34","","0.12%"
"01/10/2017","1,124.46","1,116.84","1,125.92","1,114.96","","0.72%"
"01/09/2017","1,116.40","1,112.83","1,123.53","1,112.30","","0.30%"
"01/06/2017","1,113.06","1,112.47","1,116.92","1,108.90","","0.13%"
"01/05/2017","1,111.58","1,108.63","1,118.72","1,108.15","","0.29%"
"01/04/2017","1,108.38","1,113.74","1,119.42","1,108.08","","-0.43%"
"01/03/2017","1,113.14","1,102.12","1,116.18","1,098.34","","1.12%"
"01/02/2017","1,100.79","1,093.76","1,102.70","1,093.20","","0.56%"
"12/30/2016","1,094.65","1,103.71","1,104.82","1,088.34","","-0.76%"
"12/29/2016","1,103.02","1,096.23","1,105.88","1,093.96","","0.71%"
"12/28/2016","1,095.28","1,089.15","1,098.70","1,088.16","","0.66%"
"12/27/2016","1,088.10","1,084.65","1,099.81","1,082.97","","0.40%"
"12/26/2016","1,083.81","1,084.38","1,086.47","1,082.79","","0.04%"
"12/23/2016","1,083.38","1,081.44","1,086.90","1,080.19","","0.26%"
"12/22/2016","1,080.57","1,084.28","1,086.14","1,079.49","","-0.28%"
"12/21/2016","1,083.59","1,089.77","1,093.03","1,082.85","","-0.48%"
"12/20/2016","1,088.87","1,094.44","1,095.51","1,085.34","","-0.51%"
"12/19/2016","1,094.47","1,085.56","1,096.60","1,084.96","","0.91%"
"12/16/2016","1,084.59","1,083.52","1,091.24","1,082.03","","0.11%"
"12/15/2016","1,083.36","1,085.04","1,090.41","1,078.26","","-0.10%"
"12/14/2016","1,084.42","1,089.99","1,097.20","1,084.04","","-0.46%"
"12/13/2016","1,089.48","1,093.05","1,095.68","1,084.66","","-0.28%"
"12/12/2016","1,092.57","1,097.19","1,099.90","1,087.96","","-0.30%"
"12/09/2016","1,095.83","1,102.87","1,106.58","1,095.68","","-0.59%"
"12/08/2016","1,102.35","1,091.85","1,105.07","1,082.35","","1.03%"
"12/07/2016","1,091.07","1,091.69","1,098.99","1,087.47","","0.02%"
"12/06/2016","1,090.87","1,087.65","1,094.69","1,085.72","","0.36%"
"12/05/2016","1,086.98","1,102.34","1,130.76","1,078.07","","-1.41%"
"12/02/2016","1,102.56","1,098.91","1,104.97","1,097.25","","0.35%"
"12/01/2016","1,098.72","1,108.22","1,109.48","1,095.36","","-0.82%"
"11/30/2016","1,107.79","1,115.82","1,122.17","1,105.24","","-0.68%"
"11/29/2016","1,115.35","1,124.22","1,126.86","1,115.06","","-0.69%"
"11/28/2016","1,123.13","1,116.74","1,127.01","1,113.48","","0.55%"
"11/25/2016","1,116.98","1,121.85","1,125.21","1,111.45","","-0.34%"
"11/24/2016","1,120.77","1,125.55","1,128.78","1,119.39","","-0.35%"
"11/23/2016","1,124.74","1,140.77","1,144.12","1,121.87","","-1.36%"
"11/22/2016","1,140.29","1,142.09","1,147.92","1,138.34","","-0.09%"
"11/21/2016","1,141.35","1,141.97","1,145.53","1,138.51","","0.02%"
"11/18/2016","1,141.17","1,144.84","1,146.24","1,134.35","","-0.27%"
"11/17/2016","1,144.25","1,144.97","1,152.68","1,139.55","","-0.03%"
"11/16/2016","1,144.55","1,146.01","1,149.45","1,141.61","","-0.08%"
"11/15/2016","1,145.44","1,137.37","1,146.41","1,132.52","","0.77%"
"11/14/2016","1,136.69","1,129.66","1,143.17","1,124.30","","0.73%"
"11/11/2016","1,128.45","1,156.05","1,162.52","1,123.66","","-2.33%"
"11/10/2016","1,155.33","1,171.60","1,182.49","1,149.80","","-1.36%"
"11/09/2016","1,171.22","1,156.90","1,189.15","1,153.52","","1.29%"
"11/08/2016","1,156.34","1,160.82","1,167.95","1,152.78","","-0.32%"
"11/07/2016","1,160.10","1,171.20","1,181.07","1,158.04","","-0.85%"
"11/04/2016","1,170.08","1,172.98","1,177.40","1,166.41","","-0.19%"
"11/03/2016","1,172.32","1,168.45","1,175.43","1,160.68","","0.37%"
"11/02/2016","1,168.00","1,165.17","1,177.88","1,163.88","","0.29%"
"11/01/2016","1,164.65","1,163.32","1,169.69","1,162.20","","0.15%"
"10/31/2016","1,162.96","1,161.64","1,166.61","1,159.67","","0.18%"
"10/28/2016","1,160.87","1,164.08","1,169.68","1,155.05","","-0.22%"
"10/27/2016","1,163.39","1,161.42","1,166.45","1,158.10","","0.22%"
"10/26/2016","1,160.86","1,170.24","1,173.83","1,158.93","","-0.76%"
"10/25/2016","1,169.76","1,162.01","1,171.93","1,161.10","","0.73%"
"10/24/2016","1,161.29","1,164.08","1,168.30","1,158.11","","-0.16%"
"10/21/2016","1,163.19","1,158.15","1,167.37","1,156.84","","0.47%"
"10/20/2016","1,157.70","1,156.86","1,164.03","1,149.45","","0.12%"
"10/19/2016","1,156.26","1,150.07","1,160.99","1,147.64","","0.61%"
"10/18/2016","1,149.27","1,141.78","1,151.01","1,138.31","","0.69%"
"10/17/2016","1,141.43","1,139.56","1,144.14","1,138.35","","0.20%"
"10/14/2016","1,139.16","1,137.90","1,143.90","1,133.56","","0.19%"
"10/13/2016","1,136.97","1,140.53","1,145.92","1,136.55","","-0.22%"
"10/12/2016","1,139.42","1,133.71","1,141.57","1,132.50","","0.55%"
"10/11/2016","1,133.18","1,130.98","1,138.89","1,127.61","","0.23%"
"10/10/2016","1,130.59","1,122.59","1,132.13","1,121.89","","0.81%"
"10/07/2016","1,121.56","1,125.23","1,132.17","1,113.07","","-0.28%"
"10/06/2016","1,124.76","1,130.47","1,134.15","1,119.95","","-0.43%"
"10/05/2016","1,129.59","1,131.96","1,139.35","1,126.09","","-0.15%"
"10/04/2016","1,131.27","1,170.24","1,174.39","1,130.86","","-3.28%"
"10/03/2016","1,169.58","1,171.20","1,175.10","1,167.15","","-0.05%"
"09/30/2016","1,170.22","1,176.40","1,189.79","1,169.45","","-0.50%"
"09/29/2016","1,176.11","1,178.04","1,182.30","1,171.47","","-0.14%"
"09/28/2016","1,177.78","1,183.56","1,184.18","1,177.39","","-0.45%"
"09/27/2016","1,183.08","1,188.94","1,191.46","1,181.49","","-0.45%"
"09/26/2016","1,188.41","1,191.47","1,193.45","1,186.20","","-0.20%"
"09/23/2016","1,190.74","1,193.16","1,194.96","1,188.47","","-0.16%"
"09/22/2016","1,192.60","1,194.21","1,196.78","1,184.35","","-0.12%"
"09/21/2016","1,194.01","1,178.71","1,195.11","1,175.84","","1.34%"
"09/20/2016","1,178.27","1,175.30","1,179.96","1,173.62","","0.27%"
"09/19/2016","1,175.04","1,174.01","1,181.86","1,173.26","","0.10%"
"09/16/2016","1,173.89","1,169.39","1,175.97","1,167.65","","0.41%"
"09/15/2016","1,169.13","1,175.98","1,179.51","1,165.40","","-0.55%"
"09/14/2016","1,175.54","1,175.63","1,180.24","1,173.47","","0.05%"
"09/13/2016","1,175.01","1,181.69","1,186.30","1,173.61","","-0.52%"
"09/12/2016","1,181.16","1,182.42","1,184.68","1,174.53","","-0.05%"
"09/09/2016","1,181.71","1,188.59","1,190.43","1,181.54","","-0.52%"
"09/08/2016","1,187.92","1,196.89","1,198.94","1,186.39","","-0.68%"
"09/07/2016","1,196.09","1,199.31","1,202.44","1,194.42","","-0.21%"
"09/06/2016","1,198.65","1,190.47","1,202.16","1,188.23","","0.74%"
"09/05/2016","1,189.85","1,188.03","1,191.66","1,184.41","","0.23%"
"09/02/2016","1,187.15","1,173.34","1,189.09","1,169.07","","1.22%"
"09/01/2016","1,172.85","1,173.06","1,176.37","1,169.11","","0.05%"
"08/31/2016","1,172.22","1,176.68","1,181.03","1,171.42","","-0.32%"
"08/30/2016","1,175.93","1,182.78","1,185.86","1,174.74","","-0.53%"
"08/29/2016","1,182.19","1,180.40","1,185.93","1,174.31","","0.27%"
"08/26/2016","1,179.05","1,171.64","1,185.21","1,169.65","","0.69%"
"08/25/2016","1,170.94","1,175.66","1,178.26","1,167.64","","-0.36%"
"08/24/2016","1,175.15","1,183.03","1,188.71","1,174.65","","-0.63%"
"08/23/2016","1,182.56","1,183.03","1,186.72","1,178.66","","0.03%"
"08/22/2016","1,182.24","1,186.99","1,187.05","1,179.73","","-0.18%"
"08/19/2016","1,184.33","1,191.07","1,192.55","1,181.37","","-0.52%"
"08/18/2016","1,190.58","1,194.30","1,199.46","1,189.74","","-0.29%"
"08/17/2016","1,194.03","1,193.54","1,195.78","1,188.61","","0.10%"
"08/16/2016","1,192.78","1,197.67","1,204.23","1,190.71","","-0.36%"
"08/15/2016","1,197.06","1,196.93","1,202.02","1,194.61","","0.05%"
"08/12/2016","1,196.43","1,202.08","1,211.45","1,194.65","","-0.43%"
"08/11/2016","1,201.54","1,204.92","1,211.10","1,198.71","","-0.23%"
"08/10/2016","1,204.28","1,206.04","1,216.16","1,202.62","","-0.07%"
"08/09/2016","1,205.10","1,203.86","1,209.67","1,201.21","","0.15%"
"08/08/2016","1,203.33","1,204.83","1,208.17","1,198.68","","-0.13%"
"08/05/2016","1,204.85","1,223.04","1,225.76","1,203.46","","-1.45%"
"08/04/2016","1,222.53","1,218.31","1,225.75","1,211.19","","0.40%"
"08/03/2016","1,217.70","1,214.96","1,220.31","1,212.60","","0.31%"
"08/02/2016","1,213.89","1,212.34","1,219.44","1,206.53","","0.19%"
"08/01/2016","1,211.58","1,208.65","1,214.39","1,204.87","","0.26%"
"07/29/2016","1,208.38","1,206.07","1,213.01","1,198.31","","0.22%"
"07/28/2016","1,205.68","1,211.61","1,213.26","1,201.99","","-0.43%"
"07/27/2016","1,210.91","1,201.66","1,214.72","1,196.90","","0.81%"
"07/26/2016","1,201.17","1,196.34","1,204.04","1,194.15","","0.45%"
"07/25/2016","1,195.81","1,205.46","1,207.07","1,194.81","","-0.69%"
"07/22/2016","1,204.15","1,207.34","1,210.09","1,198.05","","-0.22%"
"07/21/2016","1,206.82","1,194.69","1,210.84","1,189.41","","1.05%"
"07/20/2016","1,194.23","1,208.67","1,213.78","1,191.14","","-1.15%"
"07/19/2016","1,208.14","1,199.81","1,211.41","1,197.61","","0.74%"
"07/18/2016","1,199.23","1,211.55","1,211.93","1,196.18","","-1.03%"
"07/15/2016","1,211.68","1,200.70","1,214.01","1,191.19","","0.98%"
"07/14/2016","1,199.96","1,210.81","1,214.10","1,185.06","","-0.85%"
"07/13/2016","1,210.29","1,203.92","1,217.26","1,200.38","","0.57%"
"07/12/2016","1,203.44","1,225.59","1,227.46","1,199.72","","-1.76%"
"07/11/2016","1,225.00","1,236.70","1,244.78","1,220.86","","-0.87%"
"07/08/2016","1,235.78","1,229.97","1,237.41","1,217.66","","0.55%"
"07/07/2016","1,229.06","1,228.68","1,236.97","1,219.89","","0.05%"
"07/06/2016","1,228.39","1,224.40","1,243.66","1,223.85","","0.37%"
"07/05/2016","1,223.88","1,211.02","1,226.56","1,201.71","","1.14%"
"07/04/2016","1,210.14","1,204.72","1,218.89","1,202.20","","0.43%"
"07/01/2016","1,204.91","1,190.57","1,207.91","1,188.71","","1.25%"
"06/30/2016","1,190.04","1,185.52","1,198.05","1,180.05","","0.43%"
"06/29/2016","1,184.96","1,186.18","1,196.44","1,181.22","","-0.05%"
"06/28/2016","1,185.50","1,201.79","1,204.38","1,177.34","","-1.30%"
"06/27/2016","1,201.15","1,188.51","1,214.11","1,187.87","","1.53%"
"06/24/2016","1,183.09","1,102.32","1,244.94","1,096.57","","7.37%"
"06/23/2016","1,101.87","1,120.93","1,122.02","1,101.78","","-1.65%"
"06/22/2016","1,120.37","1,127.76","1,130.30","1,115.96","","-0.66%"
"06/21/2016","1,127.87","1,140.32","1,142.73","1,121.67","","-1.03%"
"06/20/2016","1,139.56","1,150.94","1,150.99","1,124.92","","-0.99%"
"06/17/2016","1,150.90","1,139.55","1,152.60","1,133.68","","1.08%"
"06/16/2016","1,138.65","1,147.08","1,182.13","1,138.49","","-0.68%"
"06/15/2016","1,146.43","1,147.36","1,150.90","1,136.51","","-0.02%"
"06/14/2016","1,146.71","1,137.19","1,150.60","1,132.46","","0.89%"
"06/13/2016","1,136.58","1,132.32","1,144.25","1,131.21","","0.41%"
"06/10/2016","1,131.96","1,121.55","1,134.55","1,118.89","","0.99%"
"06/09/2016","1,120.90","1,107.19","1,123.71","1,104.72","","1.24%"
"06/08/2016","1,107.20","1,095.13","1,108.69","1,094.03","","1.16%"
"06/07/2016","1,094.53","1,096.65","1,097.72","1,088.14","","-0.14%"
"06/06/2016","1,096.02","1,096.18","1,100.21","1,091.57","","0.16%"
"06/03/2016","1,094.28","1,086.01","1,097.72","1,080.79","","0.82%"
"06/02/2016","1,085.40","1,084.51","1,088.32","1,081.81","","0.19%"
"06/01/2016","1,083.37","1,091.67","1,097.21","1,080.26","","-0.69%"
"05/31/2016","1,090.88","1,082.35","1,095.01","1,081.19","","0.91%"
"05/30/2016","1,080.99","1,090.78","1,092.22","1,080.28","","-0.87%"
"05/27/2016","1,090.50","1,090.00","1,094.51","1,083.23","","0.11%"
"05/26/2016","1,089.35","1,097.43","1,104.35","1,089.26","","-0.69%"
"05/25/2016","1,096.97","1,101.34","1,104.32","1,092.00","","-0.35%"
"05/24/2016","1,100.79","1,113.36","1,115.75","1,100.61","","-1.06%"
"05/23/2016","1,112.54","1,116.43","1,118.49","1,110.90","","-0.24%"
"05/20/2016","1,115.19","1,119.79","1,123.99","1,114.23","","-0.37%"
"05/19/2016","1,119.33","1,121.78","1,124.31","1,111.40","","-0.17%"
"05/18/2016","1,121.22","1,131.21","1,133.22","1,118.39","","-0.83%"
"05/17/2016","1,130.56","1,125.22","1,131.80","1,121.02","","0.52%"
"05/16/2016","1,124.67","1,126.09","1,136.98","1,122.44","","-0.10%"
"05/13/2016","1,125.83","1,110.57","1,128.21","1,110.28","","1.42%"
"05/12/2016","1,110.04","1,118.14","1,122.67","1,109.75","","-0.69%"
"05/11/2016","1,117.70","1,113.61","1,121.94","1,111.47","","0.43%"
"05/10/2016","1,112.87","1,110.30","1,116.68","1,103.36","","0.28%"
"05/09/2016","1,109.76","1,130.29","1,131.23","1,106.64","","-1.73%"
"05/06/2016","1,129.30","1,120.26","1,134.66","1,114.72","","0.82%"
"05/05/2016","1,120.16","1,113.77","1,125.70","1,112.16","","0.61%"
"05/04/2016","1,113.33","1,118.60","1,120.93","1,106.65","","-0.42%"
"05/03/2016","1,118.01","1,119.72","1,124.71","1,113.51","","-0.11%"
"05/02/2016","1,119.29","1,130.30","1,134.53","1,118.03","","-0.84%"
"04/29/2016","1,128.78","1,115.55","1,132.67","1,113.82","","1.24%"
"04/28/2016","1,115.00","1,100.65","1,118.51","1,094.74","","1.36%"
"04/27/2016","1,100.05","1,100.54","1,107.44","1,096.61","","0.03%"
"04/26/2016","1,099.73","1,098.80","1,102.22","1,090.07","","0.15%"
"04/25/2016","1,098.05","1,097.32","1,103.07","1,093.86","","0.16%"
"04/22/2016","1,096.30","1,106.35","1,108.80","1,094.01","","-0.86%"
"04/21/2016","1,105.81","1,101.44","1,119.09","1,099.77","","0.45%"
"04/20/2016","1,100.89","1,101.14","1,108.70","1,096.43","","0.04%"
"04/19/2016","1,100.44","1,088.51","1,105.38","1,085.17","","1.15%"
"04/18/2016","1,087.97","1,092.37","1,098.57","1,087.67","","-0.47%"
"04/15/2016","1,093.09","1,089.23","1,094.67","1,086.28","","0.40%"
"04/14/2016","1,088.74","1,102.67","1,105.55","1,086.62","","-1.21%"
"04/13/2016","1,102.13","1,103.11","1,107.14","1,097.30","","-0.04%"
"04/12/2016","1,102.53","1,102.66","1,107.53","1,098.41","","0.06%"
"04/11/2016","1,101.82","1,087.35","1,103.11","1,085.97","","1.33%"
"04/08/2016","1,087.35","1,090.44","1,091.64","1,080.95","","-0.24%"
"04/07/2016","1,089.98","1,072.33","1,096.30","1,071.51","","1.71%"
"04/06/2016","1,071.70","1,081.47","1,083.78","1,067.98","","-0.85%"
"04/05/2016","1,080.88","1,066.89","1,087.21","1,065.28","","1.39%"
"04/04/2016","1,066.04","1,073.03","1,073.64","1,065.92","","-0.65%"
"04/01/2016","1,073.06","1,083.17","1,085.42","1,064.66","","-0.86%"
"03/31/2016","1,082.37","1,080.30","1,088.39","1,079.03","","0.25%"
"03/30/2016","1,079.67","1,100.49","1,101.41","1,078.78","","-1.81%"
"03/29/2016","1,099.61","1,090.61","1,102.10","1,085.72","","0.88%"
"03/28/2016","1,090.06","1,089.64","1,093.64","1,083.96","","0.11%"
"03/25/2016","1,088.82","1,089.03","1,091.28","1,087.72","","0.05%"
"03/24/2016","1,088.31","1,091.30","1,096.59","1,086.49","","-0.21%"
"03/23/2016","1,090.57","1,112.93","1,114.40","1,086.68","","-1.96%"
"03/22/2016","1,112.40","1,106.14","1,124.38","1,105.47","","0.59%"
"03/21/2016","1,105.83","1,113.84","1,115.43","1,101.16","","-0.64%"
