"Date","Price","Open","High","Low","Vol.","Change %"
"08/09/2021","1,472.69","1,498.98","1,500.82","1,433.42","","-1.76%"
"08/06/2021","1,499.05","1,524.72","1,527.85","1,495.24","","-1.63%"
"08/05/2021","1,523.82","1,531.38","1,531.98","1,518.78","","-0.41%"
"08/04/2021","1,530.10","1,525.95","1,540.33","1,524.69","","0.29%"
"08/03/2021","1,525.65","1,527.96","1,530.10","1,520.57","","-0.12%"
"08/02/2021","1,527.41","1,529.07","1,533.73","1,518.70","","-0.01%"
"07/30/2021","1,527.62","1,537.88","1,540.82","1,526.43","","-0.62%"
"07/29/2021","1,537.08","1,525.83","1,542.81","1,524.79","","0.78%"
"07/28/2021","1,525.15","1,522.36","1,530.02","1,519.66","","0.21%"
"07/27/2021","1,521.94","1,522.79","1,529.10","1,517.88","","-0.02%"
"07/26/2021","1,522.32","1,530.26","1,537.53","1,520.47","","-0.49%"
"07/23/2021","1,529.80","1,535.30","1,537.36","1,522.77","","-0.30%"
"07/22/2021","1,534.40","1,529.33","1,536.79","1,518.99","","0.41%"
"07/21/2021","1,528.09","1,536.45","1,542.34","1,525.40","","-0.51%"
"07/20/2021","1,535.85","1,536.82","1,551.66","1,533.48","","0.02%"
"07/19/2021","1,535.58","1,534.46","1,539.16","1,524.46","","0.12%"
"07/16/2021","1,533.74","1,548.58","1,551.19","1,531.88","","-0.90%"
"07/15/2021","1,547.64","1,543.76","1,550.64","1,540.06","","0.29%"
"07/14/2021","1,543.11","1,535.11","1,548.47","1,532.22","","0.56%"
"07/13/2021","1,534.52","1,523.14","1,537.47","1,521.43","","0.83%"
"07/12/2021","1,521.95","1,523.74","1,524.92","1,509.54","","0.00%"
"07/09/2021","1,521.92","1,522.13","1,527.46","1,515.70","","0.03%"
"07/08/2021","1,521.41","1,529.75","1,536.94","1,513.52","","-0.49%"
"07/07/2021","1,528.95","1,519.81","1,532.55","1,517.48","","0.65%"
"07/06/2021","1,519.08","1,510.48","1,532.95","1,509.51","","0.60%"
"07/05/2021","1,510.00","1,506.82","1,512.69","1,504.37","","0.29%"
"07/02/2021","1,505.64","1,499.20","1,514.76","1,498.06","","0.48%"
"07/01/2021","1,498.47","1,493.03","1,503.11","1,489.67","","0.41%"
"06/30/2021","1,492.40","1,480.34","1,497.78","1,473.44","","0.86%"
"06/29/2021","1,479.70","1,491.20","1,494.14","1,472.49","","-0.73%"
"06/28/2021","1,490.52","1,492.54","1,497.74","1,484.96","","-0.08%"
"06/25/2021","1,491.74","1,487.95","1,497.28","1,485.96","","0.30%"
"06/24/2021","1,487.25","1,491.22","1,498.86","1,485.73","","-0.24%"
"06/23/2021","1,490.79","1,489.85","1,500.60","1,487.27","","0.11%"
"06/22/2021","1,489.17","1,496.13","1,502.97","1,486.31","","-0.44%"
"06/21/2021","1,495.69","1,486.64","1,502.49","1,486.14","","0.63%"
"06/18/2021","1,486.34","1,489.20","1,508.05","1,483.98","","-0.12%"
"06/17/2021","1,488.11","1,510.21","1,521.11","1,482.22","","-1.45%"
"06/16/2021","1,510.01","1,532.78","1,539.32","1,504.00","","-1.46%"
"06/15/2021","1,532.34","1,539.93","1,542.39","1,526.90","","-0.46%"
"06/14/2021","1,539.40","1,550.49","1,551.37","1,522.44","","-0.69%"
"06/11/2021","1,550.03","1,559.89","1,562.28","1,548.55","","-0.59%"
"06/10/2021","1,559.21","1,550.59","1,560.64","1,537.18","","0.60%"
"06/09/2021","1,549.95","1,555.01","1,557.67","1,548.10","","-0.29%"
"06/08/2021","1,554.48","1,558.34","1,562.29","1,545.78","","-0.19%"
"06/07/2021","1,557.51","1,554.05","1,558.81","1,547.53","","0.23%"
"06/04/2021","1,553.97","1,542.20","1,557.97","1,530.87","","0.79%"
"06/03/2021","1,541.86","1,562.94","1,564.05","1,535.99","","-1.30%"
"06/02/2021","1,562.24","1,555.99","1,565.35","1,550.71","","0.44%"
"06/01/2021","1,555.37","1,560.63","1,567.29","1,544.94","","-0.31%"
"05/31/2021","1,560.15","1,561.39","1,566.49","1,557.12","","-0.03%"
"05/28/2021","1,560.62","1,555.52","1,564.41","1,549.03","","0.35%"
"05/27/2021","1,555.18","1,555.76","1,560.74","1,547.84","","0.00%"
"05/26/2021","1,555.22","1,550.07","1,564.80","1,548.78","","0.37%"
"05/25/2021","1,549.53","1,539.21","1,551.98","1,531.52","","0.74%"
"05/24/2021","1,538.22","1,544.84","1,549.28","1,535.77","","-0.36%"
"05/21/2021","1,543.84","1,535.35","1,549.22","1,528.95","","0.59%"
"05/20/2021","1,534.82","1,536.07","1,542.91","1,530.15","","-0.01%"
"05/19/2021","1,534.90","1,529.57","1,545.29","1,517.78","","0.38%"
"05/18/2021","1,529.11","1,536.14","1,540.20","1,525.66","","-0.41%"
"05/17/2021","1,535.41","1,518.28","1,537.64","1,516.44","","1.18%"
"05/14/2021","1,517.51","1,512.33","1,519.72","1,506.32","","0.41%"
"05/13/2021","1,511.25","1,503.95","1,513.74","1,499.62","","0.54%"
"05/12/2021","1,503.19","1,512.51","1,518.60","1,501.51","","-0.58%"
"05/11/2021","1,511.93","1,513.69","1,515.25","1,495.37","","-0.07%"
"05/10/2021","1,512.98","1,505.66","1,516.26","1,504.30","","0.54%"
"05/07/2021","1,504.78","1,504.85","1,519.36","1,502.91","","0.08%"
"05/06/2021","1,503.64","1,488.34","1,508.46","1,484.68","","1.07%"
"05/05/2021","1,487.77","1,480.55","1,489.73","1,475.75","","0.53%"
"05/04/2021","1,479.98","1,486.20","1,496.40","1,473.99","","-0.39%"
"05/03/2021","1,485.75","1,470.53","1,489.54","1,468.46","","0.99%"
"04/30/2021","1,471.13","1,462.13","1,473.28","1,456.42","","0.64%"
"04/29/2021","1,461.81","1,469.28","1,474.57","1,450.74","","-0.48%"
"04/28/2021","1,468.85","1,469.20","1,470.79","1,460.68","","0.02%"
"04/27/2021","1,468.53","1,474.67","1,478.07","1,468.20","","-0.37%"
"04/26/2021","1,473.98","1,470.36","1,474.73","1,463.98","","0.38%"
"04/23/2021","1,468.47","1,484.72","1,488.86","1,467.22","","-1.06%"
"04/22/2021","1,484.22","1,490.23","1,493.37","1,475.54","","-0.37%"
"04/21/2021","1,489.77","1,477.87","1,497.25","1,475.91","","0.84%"
"04/20/2021","1,477.43","1,471.79","1,480.00","1,462.25","","0.41%"
"04/19/2021","1,471.35","1,482.55","1,490.86","1,468.41","","-0.69%"
"04/16/2021","1,481.60","1,473.63","1,489.26","1,470.72","","0.59%"
"04/15/2021","1,472.96","1,449.46","1,479.68","1,447.80","","1.66%"
"04/14/2021","1,448.89","1,460.79","1,463.35","1,447.50","","-0.76%"
"04/13/2021","1,459.97","1,454.83","1,465.57","1,449.08","","0.39%"
"04/12/2021","1,454.26","1,466.74","1,466.99","1,450.81","","-0.68%"
"04/09/2021","1,464.17","1,474.52","1,475.48","1,458.01","","-0.61%"
"04/08/2021","1,473.09","1,464.27","1,478.25","1,461.04","","0.69%"
"04/07/2021","1,463.02","1,468.88","1,469.59","1,456.46","","-0.30%"
"04/06/2021","1,467.49","1,462.71","1,473.94","1,461.55","","0.37%"
"04/05/2021","1,462.03","1,470.41","1,471.43","1,460.02","","-0.50%"
"04/02/2021","1,469.35","1,469.09","1,471.98","1,466.91","","0.10%"
"04/01/2021","1,467.86","1,455.73","1,472.13","1,453.97","","0.87%"
"03/31/2021","1,455.22","1,438.37","1,460.80","1,432.78","","1.23%"
"03/30/2021","1,437.52","1,455.54","1,457.13","1,430.88","","-1.16%"
"03/29/2021","1,454.44","1,468.90","1,470.29","1,448.25","","-0.95%"
"03/26/2021","1,468.33","1,468.30","1,473.04","1,461.77","","0.04%"
"03/25/2021","1,467.79","1,468.42","1,478.44","1,461.81","","-0.01%"
"03/24/2021","1,467.91","1,457.26","1,468.98","1,455.95","","0.76%"
"03/23/2021","1,456.79","1,457.18","1,466.55","1,451.55","","0.03%"
"03/22/2021","1,456.36","1,466.67","1,470.33","1,450.89","","-0.62%"
"03/19/2021","1,465.43","1,457.49","1,467.66","1,451.47","","0.58%"
"03/18/2021","1,457.02","1,456.75","1,466.60","1,442.71","","0.05%"
"03/17/2021","1,456.25","1,454.86","1,463.57","1,448.12","","0.14%"
"03/16/2021","1,454.18","1,451.74","1,462.63","1,447.89","","0.21%"
"03/15/2021","1,451.10","1,444.91","1,455.44","1,442.58","","0.49%"
"03/12/2021","1,443.97","1,437.55","1,445.09","1,424.01","","0.51%"
"03/11/2021","1,436.61","1,447.76","1,455.82","1,436.40","","-0.74%"
"03/10/2021","1,447.26","1,441.89","1,448.13","1,436.24","","0.40%"
"03/09/2021","1,441.46","1,420.96","1,446.62","1,419.06","","1.48%"
"03/08/2021","1,420.41","1,426.98","1,437.83","1,414.72","","-0.46%"
"03/05/2021","1,427.02","1,418.33","1,431.59","1,411.17","","0.69%"
"03/04/2021","1,417.25","1,418.36","1,432.23","1,412.68","","-0.03%"
"03/03/2021","1,417.74","1,437.63","1,440.42","1,411.23","","-1.34%"
"03/02/2021","1,437.05","1,431.55","1,443.51","1,420.25","","0.42%"
"03/01/2021","1,431.01","1,435.47","1,455.74","1,427.57","","-0.30%"
"02/26/2021","1,435.25","1,453.97","1,459.04","1,419.73","","-1.24%"
"02/25/2021","1,453.22","1,483.94","1,484.52","1,446.55","","-2.04%"
"02/24/2021","1,483.48","1,486.05","1,491.96","1,469.75","","-0.14%"
"02/23/2021","1,485.59","1,488.93","1,492.52","1,479.47","","-0.18%"
"02/22/2021","1,488.23","1,471.24","1,492.01","1,469.05","","1.21%"
"02/19/2021","1,470.43","1,468.77","1,477.84","1,455.86","","0.17%"
"02/18/2021","1,467.99","1,475.57","1,483.70","1,465.31","","-0.46%"
"02/17/2021","1,474.70","1,482.61","1,486.79","1,470.95","","-0.47%"
"02/16/2021","1,481.62","1,499.67","1,504.36","1,477.96","","-1.16%"
"02/15/2021","1,498.94","1,504.45","1,507.17","1,496.05","","-0.35%"
"02/12/2021","1,504.26","1,505.07","1,510.80","1,496.35","","-0.01%"
"02/11/2021","1,504.38","1,521.22","1,523.34","1,501.00","","-1.07%"
"02/10/2021","1,520.61","1,516.99","1,529.41","1,511.96","","0.31%"
"02/09/2021","1,515.84","1,519.35","1,527.29","1,514.02","","-0.21%"
"02/08/2021","1,519.01","1,504.69","1,527.60","1,502.63","","1.00%"
"02/05/2021","1,503.91","1,499.49","1,512.73","1,494.87","","0.33%"
"02/04/2021","1,499.03","1,524.17","1,524.75","1,490.00","","-1.60%"
"02/03/2021","1,523.34","1,526.01","1,533.17","1,522.62","","-0.12%"
"02/02/2021","1,525.19","1,542.89","1,543.23","1,519.49","","-1.11%"
"02/01/2021","1,542.25","1,521.01","1,547.50","1,520.25","","1.39%"
"01/29/2021","1,521.04","1,520.23","1,543.75","1,517.34","","0.10%"
"01/28/2021","1,519.50","1,522.30","1,536.16","1,513.11","","-0.16%"
"01/27/2021","1,521.99","1,521.99","1,530.71","1,515.88","","0.03%"
"01/26/2021","1,521.47","1,529.12","1,534.02","1,519.92","","-0.44%"
"01/25/2021","1,528.25","1,523.42","1,537.62","1,518.80","","0.39%"
"01/22/2021","1,522.35","1,537.07","1,537.92","1,510.33","","-0.91%"
"01/21/2021","1,536.32","1,546.22","1,546.88","1,529.30","","-0.60%"
"01/20/2021","1,545.64","1,517.29","1,546.59","1,514.56","","1.91%"
"01/19/2021","1,516.64","1,521.27","1,525.04","1,511.19","","-0.26%"
"01/18/2021","1,520.60","1,511.79","1,524.24","1,500.30","","0.58%"
"01/15/2021","1,511.83","1,519.07","1,530.10","1,507.73","","-0.40%"
"01/14/2021","1,517.93","1,517.78","1,527.76","1,509.73","","0.04%"
"01/13/2021","1,517.30","1,519.37","1,530.41","1,516.34","","-0.10%"
"01/12/2021","1,518.79","1,516.92","1,533.34","1,509.72","","0.17%"
"01/11/2021","1,516.26","1,513.22","1,523.43","1,492.33","","0.25%"
"01/08/2021","1,512.53","1,559.37","1,563.68","1,498.05","","-2.95%"
"01/07/2021","1,558.43","1,556.65","1,567.26","1,553.24","","0.19%"
"01/06/2021","1,555.43","1,585.95","1,588.94","1,546.59","","-1.86%"
"01/05/2021","1,584.92","1,586.04","1,591.91","1,577.60","","-0.02%"
"01/04/2021","1,585.24","1,552.29","1,587.99","1,550.39","","1.40%"
"01/01/2021","1,563.38","1,553.78","1,564.05","1,553.58","","0.63%"
"12/31/2020","1,553.65","1,540.62","1,556.34","1,533.83","","0.89%"
"12/30/2020","1,539.87","1,533.95","1,541.02","1,526.81","","0.45%"
"12/29/2020","1,532.90","1,533.32","1,540.19","1,527.88","","0.07%"
"12/28/2020","1,531.84","1,538.34","1,556.57","1,531.70","","-0.31%"
"12/25/2020","1,536.55","1,540.23","1,543.02","1,537.08","","-0.16%"
"12/24/2020","1,539.08","1,536.81","1,545.29","1,533.87","","0.19%"
"12/23/2020","1,536.16","1,529.55","1,538.99","1,524.33","","0.49%"
"12/22/2020","1,528.72","1,533.00","1,540.86","1,526.91","","-0.24%"
"12/21/2020","1,532.33","1,536.55","1,565.05","1,526.39","","-0.12%"
"12/18/2020","1,534.11","1,536.94","1,542.67","1,531.09","","-0.15%"
"12/17/2020","1,536.34","1,528.95","1,547.58","1,524.57","","0.55%"
"12/16/2020","1,527.98","1,525.30","1,532.27","1,516.87","","0.22%"
"12/15/2020","1,524.55","1,504.64","1,529.03","1,501.13","","1.37%"
"12/14/2020","1,504.01","1,516.41","1,548.77","1,497.34","","-0.92%"
"12/11/2020","1,517.98","1,513.31","1,525.09","1,505.65","","0.36%"
"12/10/2020","1,512.51","1,522.65","1,525.23","1,509.80","","-0.63%"
"12/09/2020","1,522.13","1,545.40","1,545.93","1,513.42","","-1.44%"
"12/08/2020","1,544.32","1,537.98","1,547.92","1,533.95","","0.44%"
"12/07/2020","1,537.52","1,515.43","1,540.70","1,507.17","","1.44%"
"12/04/2020","1,515.68","1,516.32","1,519.96","1,506.85","","0.02%"
"12/03/2020","1,515.35","1,511.26","1,521.00","1,500.67","","0.33%"
"12/02/2020","1,510.35","1,503.85","1,520.17","1,496.67","","0.47%"
"12/01/2020","1,503.35","1,489.65","1,514.44","1,487.45","","0.97%"
"11/30/2020","1,488.93","1,496.18","1,496.65","1,472.75","","-0.37%"
"11/27/2020","1,494.47","1,520.44","1,522.50","1,486.34","","-1.64%"
"11/26/2020","1,519.44","1,517.29","1,526.20","1,514.83","","0.19%"
"11/25/2020","1,516.61","1,520.28","1,526.78","1,512.64","","-0.17%"
"11/24/2020","1,519.20","1,552.28","1,553.26","1,517.04","","-2.09%"
"11/23/2020","1,551.70","1,578.52","1,580.80","1,549.24","","-1.64%"
"11/20/2020","1,577.54","1,571.58","1,583.87","1,567.63","","0.43%"
"11/19/2020","1,570.84","1,579.55","1,582.22","1,565.80","","-0.51%"
"11/18/2020","1,578.92","1,584.73","1,588.23","1,571.03","","-0.32%"
"11/17/2020","1,583.95","1,593.84","1,595.68","1,582.62","","-0.56%"
"11/16/2020","1,592.92","1,596.57","1,603.17","1,576.09","","-0.14%"
"11/13/2020","1,595.17","1,590.17","1,604.80","1,586.81","","0.38%"
"11/12/2020","1,589.17","1,583.85","1,596.03","1,579.91","","0.39%"
"11/11/2020","1,583.06","1,588.73","1,597.51","1,579.00","","-0.29%"
"11/10/2020","1,587.71","1,576.75","1,599.11","1,574.41","","0.74%"
"11/09/2020","1,576.10","1,642.81","1,652.79","1,566.54","","-4.09%"
"11/06/2020","1,643.24","1,648.99","1,650.42","1,635.31","","-0.26%"
"11/05/2020","1,647.55","1,623.01","1,652.08","1,621.65","","1.53%"
"11/04/2020","1,622.67","1,630.26","1,634.40","1,613.72","","-0.39%"
"11/03/2020","1,629.02","1,628.29","1,632.63","1,618.12","","0.07%"
"11/02/2020","1,627.83","1,611.73","1,629.90","1,609.09","","0.96%"
"10/30/2020","1,612.30","1,599.87","1,617.02","1,597.19","","0.81%"
"10/29/2020","1,599.34","1,598.52","1,607.02","1,589.55","","0.11%"
"10/28/2020","1,597.56","1,617.34","1,621.77","1,593.32","","-1.19%"
"10/27/2020","1,616.82","1,610.58","1,617.88","1,606.65","","0.41%"
"10/26/2020","1,610.19","1,603.86","1,614.82","1,596.61","","0.48%"
"10/23/2020","1,602.54","1,611.04","1,616.77","1,601.14","","-0.49%"
"10/22/2020","1,610.43","1,622.36","1,623.86","1,603.12","","-0.72%"
"10/21/2020","1,622.15","1,612.77","1,626.10","1,612.19","","0.62%"
"10/20/2020","1,612.19","1,618.04","1,619.19","1,605.30","","-0.34%"
"10/19/2020","1,617.77","1,620.30","1,632.01","1,614.80","","-0.15%"
"10/16/2020","1,620.21","1,630.17","1,633.15","1,619.56","","-0.58%"
"10/15/2020","1,629.62","1,618.69","1,631.04","1,610.34","","0.70%"
"10/14/2020","1,618.28","1,610.12","1,626.53","1,603.78","","0.54%"
"10/13/2020","1,609.52","1,627.44","1,631.98","1,606.64","","-1.03%"
"10/12/2020","1,626.31","1,633.32","1,636.30","1,625.54","","-0.28%"
"10/09/2020","1,630.87","1,610.51","1,632.97","1,609.31","","1.30%"
"10/08/2020","1,609.88","1,604.57","1,618.42","1,600.26","","0.38%"
"10/07/2020","1,603.78","1,600.78","1,614.57","1,597.08","","0.26%"
"10/06/2020","1,599.65","1,624.05","1,628.36","1,597.56","","-1.45%"
"10/05/2020","1,623.17","1,621.46","1,627.61","1,609.11","","0.19%"
"10/02/2020","1,620.07","1,622.40","1,634.14","1,613.87","","-0.09%"
"10/01/2020","1,621.53","1,609.17","1,627.80","1,607.51","","0.81%"
"09/30/2020","1,608.57","1,616.25","1,622.45","1,606.12","","-0.41%"
"09/29/2020","1,615.26","1,612.81","1,617.82","1,605.13","","0.24%"
"09/28/2020","1,611.44","1,599.12","1,614.42","1,588.46","","0.74%"
"09/25/2020","1,599.65","1,600.41","1,607.39","1,592.45","","0.03%"
"09/24/2020","1,599.14","1,598.14","1,606.96","1,586.04","","0.11%"
"09/23/2020","1,597.31","1,622.81","1,630.16","1,592.29","","-1.54%"
"09/22/2020","1,622.26","1,624.74","1,633.27","1,616.24","","-0.10%"
"09/21/2020","1,623.96","1,646.06","1,649.39","1,604.72","","-1.37%"
"09/18/2020","1,646.58","1,640.98","1,653.06","1,639.01","","0.37%"
"09/17/2020","1,640.50","1,658.34","1,664.97","1,638.43","","-1.04%"
"09/16/2020","1,657.74","1,650.78","1,664.65","1,646.83","","0.53%"
"09/15/2020","1,648.95","1,648.46","1,658.76","1,644.79","","0.07%"
"09/14/2020","1,647.80","1,640.63","1,652.23","1,633.99","","0.65%"
"09/11/2020","1,637.15","1,647.56","1,656.41","1,637.11","","-0.59%"
"09/10/2020","1,646.82","1,649.25","1,652.14","1,640.69","","-0.11%"
"09/09/2020","1,648.59","1,639.65","1,652.73","1,633.17","","0.55%"
"09/08/2020","1,639.51","1,632.55","1,645.94","1,618.45","","0.46%"
"09/07/2020","1,631.97","1,633.44","1,640.55","1,628.36","","-0.06%"
"09/04/2020","1,632.95","1,629.20","1,640.41","1,622.78","","0.26%"
"09/03/2020","1,628.66","1,639.27","1,648.88","1,626.56","","-0.58%"
"09/02/2020","1,638.18","1,654.18","1,662.47","1,633.30","","-0.93%"
"09/01/2020","1,653.51","1,648.65","1,663.08","1,645.44","","0.33%"
"08/31/2020","1,648.14","1,651.31","1,659.00","1,640.84","","-0.11%"
"08/28/2020","1,649.88","1,632.33","1,658.26","1,628.33","","1.11%"
"08/27/2020","1,631.84","1,651.40","1,663.04","1,622.96","","-1.15%"
"08/26/2020","1,650.77","1,629.23","1,653.05","1,615.80","","1.35%"
"08/25/2020","1,628.76","1,635.52","1,641.42","1,619.36","","-0.42%"
"08/24/2020","1,635.69","1,646.03","1,655.91","1,631.96","","-0.49%"
"08/21/2020","1,643.72","1,641.64","1,651.98","1,625.00","","0.19%"
"08/20/2020","1,640.59","1,629.39","1,650.34","1,625.73","","0.71%"
"08/19/2020","1,629.09","1,678.12","1,681.62","1,625.31","","-2.88%"
"08/18/2020","1,677.36","1,672.49","1,689.95","1,657.88","","0.32%"
"08/17/2020","1,671.97","1,642.14","1,677.38","1,629.50","","1.88%"
"08/14/2020","1,641.06","1,653.57","1,661.07","1,631.62","","-0.69%"
"08/13/2020","1,652.50","1,626.47","1,664.68","1,622.96","","1.64%"
"08/12/2020","1,625.91","1,628.53","1,658.78","1,591.72","","-0.13%"
"08/11/2020","1,628.07","1,727.44","1,730.88","1,620.94","","-5.71%"
"08/10/2020","1,726.59","1,726.36","1,740.32","1,716.12","","0.05%"
"08/07/2020","1,725.71","1,737.08","1,749.25","1,711.88","","-0.63%"
"08/06/2020","1,736.61","1,717.95","1,749.93","1,713.88","","1.12%"
"08/05/2020","1,717.36","1,710.97","1,728.34","1,701.73","","0.42%"
"08/04/2020","1,710.21","1,680.43","1,712.14","1,672.80","","1.79%"
"08/03/2020","1,680.07","1,676.91","1,687.64","1,671.66","","0.22%"
"07/31/2020","1,676.43","1,651.53","1,678.32","1,647.04","","1.55%"
"07/30/2020","1,650.84","1,671.67","1,672.99","1,646.49","","-1.17%"
"07/29/2020","1,670.33","1,672.05","1,679.04","1,654.41","","-0.06%"
"07/28/2020","1,671.27","1,652.75","1,683.08","1,628.66","","1.14%"
"07/27/2020","1,652.42","1,632.64","1,660.40","1,631.11","","1.34%"
"07/24/2020","1,630.62","1,627.51","1,642.83","1,621.59","","0.23%"
"07/23/2020","1,626.89","1,617.32","1,635.02","1,610.07","","0.59%"
"07/22/2020","1,617.30","1,597.77","1,618.30","1,594.82","","1.28%"
"07/21/2020","1,596.93","1,588.16","1,609.36","1,584.40","","0.60%"
"07/20/2020","1,587.38","1,586.38","1,592.18","1,577.09","","0.25%"
"07/17/2020","1,583.37","1,578.83","1,585.09","1,577.01","","0.33%"
"07/16/2020","1,578.16","1,586.48","1,589.25","1,575.51","","-0.49%"
"07/15/2020","1,585.86","1,587.15","1,590.27","1,575.68","","-0.07%"
"07/14/2020","1,586.92","1,589.42","1,591.82","1,576.00","","-0.11%"
"07/13/2020","1,588.72","1,592.02","1,601.05","1,553.29","","-0.15%"
"07/10/2020","1,591.15","1,598.41","1,605.07","1,587.32","","-0.41%"
"07/09/2020","1,597.76","1,596.79","1,604.32","1,590.10","","0.10%"
"07/08/2020","1,596.23","1,592.44","1,603.92","1,588.33","","0.30%"
"07/07/2020","1,591.43","1,577.95","1,595.01","1,571.63","","0.89%"
"07/06/2020","1,577.40","1,578.94","1,580.47","1,568.31","","-0.01%"
"07/03/2020","1,577.59","1,579.91","1,583.14","1,577.11","","-0.12%"
"07/02/2020","1,579.46","1,573.45","1,583.74","1,560.26","","0.42%"
"07/01/2020","1,572.80","1,585.49","1,596.34","1,562.07","","-0.73%"
"06/30/2020","1,584.41","1,576.65","1,589.36","1,573.33","","0.58%"
"06/29/2020","1,575.33","1,577.87","1,582.61","1,565.25","","-0.17%"
"06/26/2020","1,577.97","1,571.90","1,579.21","1,559.78","","0.40%"
"06/25/2020","1,571.61","1,566.01","1,575.25","1,561.92","","0.44%"
"06/24/2020","1,564.77","1,564.26","1,577.23","1,559.44","","0.14%"
"06/23/2020","1,562.61","1,559.11","1,567.15","1,549.05","","0.30%"
"06/22/2020","1,557.91","1,558.89","1,572.46","1,555.26","","-0.07%"
"06/19/2020","1,559.03","1,537.38","1,560.85","1,535.64","","1.47%"
"06/18/2020","1,536.51","1,535.72","1,544.28","1,530.14","","0.10%"
"06/17/2020","1,535.03","1,533.17","1,540.70","1,524.12","","0.19%"
"06/16/2020","1,532.05","1,523.62","1,539.78","1,518.59","","0.63%"
"06/15/2020","1,522.40","1,539.10","1,542.36","1,511.61","","-0.92%"
"06/12/2020","1,536.48","1,528.79","1,547.81","1,526.08","","0.55%"
"06/11/2020","1,528.15","1,528.84","1,533.87","1,515.37","","-0.02%"
"06/10/2020","1,528.41","1,511.75","1,529.19","1,506.53","","1.15%"
"06/09/2020","1,511.10","1,503.57","1,520.80","1,499.13","","0.55%"
"06/08/2020","1,502.85","1,493.34","1,505.51","1,484.27","","0.66%"
"06/05/2020","1,492.94","1,512.05","1,515.66","1,477.17","","-1.20%"
"06/04/2020","1,511.10","1,512.01","1,530.67","1,503.66","","0.00%"
"06/03/2020","1,511.06","1,546.56","1,552.01","1,504.79","","-2.25%"
"06/02/2020","1,545.90","1,562.13","1,566.74","1,539.37","","-1.03%"
"06/01/2020","1,561.92","1,557.52","1,567.60","1,552.41","","0.24%"
"05/29/2020","1,558.12","1,551.30","1,567.68","1,546.07","","0.48%"
"05/28/2020","1,550.72","1,553.38","1,569.14","1,543.79","","-0.12%"
"05/27/2020","1,552.56","1,557.66","1,565.20","1,538.96","","-0.30%"
"05/26/2020","1,557.28","1,586.84","1,590.82","1,554.14","","-1.83%"
"05/25/2020","1,586.27","1,592.36","1,594.63","1,579.51","","-0.26%"
"05/22/2020","1,590.35","1,578.20","1,596.16","1,574.48","","0.87%"
"05/21/2020","1,576.69","1,592.07","1,596.14","1,566.77","","-0.89%"
"05/20/2020","1,590.86","1,596.57","1,602.32","1,585.26","","-0.32%"
"05/19/2020","1,595.95","1,587.52","1,600.70","1,577.38","","0.58%"
"05/18/2020","1,586.73","1,611.50","1,634.29","1,574.12","","-1.44%"
"05/15/2020","1,609.85","1,601.57","1,620.50","1,599.07","","0.57%"
"05/14/2020","1,600.77","1,586.67","1,610.34","1,582.27","","0.95%"
"05/13/2020","1,585.63","1,569.66","1,589.55","1,566.49","","1.08%"
"05/12/2020","1,568.66","1,570.23","1,578.49","1,562.46","","0.00%"
"05/11/2020","1,568.73","1,571.01","1,580.44","1,563.36","","-0.03%"
"05/08/2020","1,569.21","1,584.27","1,590.43","1,569.54","","-0.89%"
"05/07/2020","1,583.23","1,561.53","1,591.50","1,558.89","","1.46%"
"05/06/2020","1,560.38","1,573.65","1,580.78","1,555.92","","-0.83%"
"05/05/2020","1,573.37","1,559.87","1,579.22","1,553.34","","0.91%"
"05/04/2020","1,559.21","1,536.45","1,567.91","1,536.45","","0.79%"
"05/01/2020","1,547.04","1,539.83","1,554.57","1,522.12","","0.57%"
"04/30/2020","1,538.32","1,575.55","1,584.93","1,534.35","","-2.27%"
"04/29/2020","1,574.10","1,579.27","1,580.27","1,562.61","","-0.24%"
"04/28/2020","1,577.83","1,583.05","1,585.34","1,559.98","","-0.30%"
"04/27/2020","1,582.51","1,600.07","1,600.22","1,573.65","","-0.86%"
"04/24/2020","1,596.16","1,606.52","1,614.61","1,583.84","","-0.56%"
"04/23/2020","1,605.15","1,584.57","1,610.24","1,578.23","","1.37%"
"04/22/2020","1,583.40","1,553.30","1,590.28","1,546.91","","2.01%"
"04/21/2020","1,552.17","1,561.43","1,567.60","1,534.01","","-0.51%"
"04/20/2020","1,560.05","1,565.13","1,567.01","1,538.99","","0.74%"
"04/17/2020","1,548.54","1,585.29","1,586.60","1,545.10","","-2.21%"
"04/16/2020","1,583.60","1,573.73","1,597.66","1,570.75","","0.71%"
"04/15/2020","1,572.49","1,573.26","1,589.14","1,559.15","","0.03%"
"04/14/2020","1,571.95","1,569.33","1,593.23","1,562.46","","0.19%"
"04/13/2020","1,568.95","1,544.55","1,578.96","1,531.09","","1.61%"
"04/10/2020","1,544.07","1,540.25","1,552.98","1,532.98","","0.27%"
"04/09/2020","1,539.87","1,515.41","1,546.74","1,513.27","","1.67%"
"04/08/2020","1,514.59","1,513.34","1,526.43","1,508.91","","0.20%"
"04/07/2020","1,511.63","1,539.66","1,550.50","1,505.45","","-1.73%"
"04/06/2020","1,538.17","1,496.70","1,548.07","1,477.32","","2.80%"
"04/03/2020","1,496.21","1,486.17","1,503.61","1,478.23","","0.75%"
"04/02/2020","1,485.05","1,451.40","1,494.93","1,442.60","","2.43%"
"04/01/2020","1,449.79","1,430.03","1,463.79","1,419.53","","1.79%"
